id,neighbourhood_cleansed,price,property_type,room_type,availability_365,calculated_host_listings_count,host_response_time,host_response_rate,picture_url,Standardization_Score,Neighborhood_Impact
6826858,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/86314225/2ffd5f53_original.jpg,-1,-1
6967533,Élysée,,Entire loft,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/91214922/33d66fd2_original.jpg,-1,-1
6990972,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/88626227/f703aec1_original.jpg,-1,-1
7001191,Élysée,,Entire rental unit,Entire home/apt,363,1,,,https://a0.muscache.com/pictures/842f3778-66fa-4ba6-8b08-9fc81d507b4e.jpg,-1,-1
7048241,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/95593994/5468c19c_original.jpg,-1,-1
7067193,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/89637728/04fdad35_original.jpg,-1,-1
7126716,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/90974463/ae3c3725_original.jpg,-1,-1
7155575,Élysée,,Entire rental unit,Entire home/apt,358,1,,,https://a0.muscache.com/pictures/90767503/c2ecc326_original.jpg,-1,-1
7161589,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/90854341/8da27862_original.jpg,-1,-1
7272144,Élysée,,Entire condo,Entire home/apt,0,1,within a few hours,100.0,https://a0.muscache.com/pictures/miso/Hosting-7272144/original/88ab86dc-7aa8-464e-8efb-baf37f30636e.jpeg,-1,-1
7296933,Élysée,,Entire rental unit,Entire home/apt,254,1,,,https://a0.muscache.com/pictures/miso/Hosting-7296933/original/15e7c76e-35b7-4f4d-be0e-0923cbbf04c4.jpeg,-1,-1
7299888,Élysée,,Entire rental unit,Entire home/apt,331,68,within an hour,99.0,https://a0.muscache.com/pictures/0aa14dbc-a3c3-4925-978e-1fa873c30f54.jpg,-1,-1
7334194,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/miso/Hosting-7334194/original/35d0b8c7-f4b9-4303-9e1a-45eb72d315e7.jpeg,-1,-1
7267594,Élysée,,Entire rental unit,Entire home/apt,46,1,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-7267594/original/88c40206-6d93-4aac-ad02-a9eeb3337f1e.png,-1,-1
7395948,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/96109578/2f107327_original.jpg,-1,-1
7398532,Élysée,,Entire rental unit,Entire home/apt,1,1,within an hour,100.0,https://a0.muscache.com/pictures/miso/Hosting-7398532/original/1bd7960d-f643-4c98-ba16-b8a2bc21a620.jpeg,-1,-1
7457368,Élysée,,Entire rental unit,Entire home/apt,364,1,a few days or more,0.0,https://a0.muscache.com/pictures/96f6fe95-e869-413d-8916-2f0bbc71f5fb.jpg,-1,-1
7560324,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/97001609/c27f2e7f_original.jpg,-1,-1
7644798,Élysée,,Entire rental unit,Entire home/apt,0,2,,,https://a0.muscache.com/pictures/97067835/ca95a4d6_original.jpg,-1,-1
7658875,Élysée,,Entire rental unit,Entire home/apt,306,1,within a day,90.0,https://a0.muscache.com/pictures/4d81589a-47a1-43bc-ad82-74f947a7d3bf.jpg,-1,-1
7599950,Élysée,,Entire rental unit,Entire home/apt,7,1,within an hour,100.0,https://a0.muscache.com/pictures/b25e460d-68c5-4758-9b3a-063ec3f4d11f.jpg,-1,-1
7677111,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/97523875/b0dacbd1_original.jpg,-1,-1
7607605,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/96589087/b0a03c4e_original.jpg,-1,-1
7624293,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/96785187/9cd20416_original.jpg,-1,-1
7686703,Élysée,,Entire rental unit,Entire home/apt,0,2,,,https://a0.muscache.com/pictures/99258807/6342f25c_original.jpg,-1,-1
7890896,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/105782655/f3842847_original.jpg,-1,-1
7707109,Élysée,,Entire rental unit,Entire home/apt,324,68,within an hour,99.0,https://a0.muscache.com/pictures/miso/Hosting-7707109/original/e3b66beb-70ab-457e-9ba4-5b21721fb3be.jpeg,-1,-1
7869412,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/100229956/73c6b9a7_original.jpg,-1,-1
8097866,Élysée,,Entire rental unit,Entire home/apt,230,1,within an hour,100.0,https://a0.muscache.com/pictures/111168184/9c42da49_original.jpg,-1,-1
8008610,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/102239442/77d28739_original.jpg,-1,-1
8280416,Élysée,,Private room in rental unit,Private room,0,1,,,https://a0.muscache.com/pictures/105387394/9085a27e_original.jpg,-1,-1
8143461,Élysée,,Entire rental unit,Entire home/apt,338,102,within a day,53.0,https://a0.muscache.com/pictures/b7db5dd3-f35b-466a-9ee9-4810ecd1de3b.jpg,-1,-1
8356404,Élysée,,Entire rental unit,Entire home/apt,279,1,,,https://a0.muscache.com/pictures/miso/Hosting-8356404/original/0537ae04-734e-4a84-8b61-c457bde1ffc8.jpeg,-1,-1
8626791,Élysée,,Private room in rental unit,Private room,362,1,within a day,100.0,https://a0.muscache.com/pictures/109549149/8bd0e1d0_original.jpg,-1,-1
8747930,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/110845527/25b2705a_original.jpg,-1,-1
9003857,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/4e5a5963-f2b5-4de5-a011-9f2652037de5.jpg,-1,-1
8929766,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/a10531e3-60d1-42f5-8f2b-def2696315c6.jpg,-1,-1
8978922,Élysée,,Entire rental unit,Entire home/apt,45,74,within a day,58.0,https://a0.muscache.com/pictures/bd0a866e-f97d-44a1-9b18-3ef9e59b1e1b.jpg,-1,-1
9093970,Élysée,,Private room in condo,Private room,0,1,within an hour,100.0,https://a0.muscache.com/pictures/e9b796b1-852f-4c15-be70-79f1ab2c90cd.jpg,-1,-1
9100637,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/miso/Hosting-9100637/original/ded2236c-de06-425e-b127-7c9471a8604b.jpeg,-1,-1
9164152,Élysée,,Entire loft,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/3430b88a-c579-4734-8738-03ff6ce5d40b.jpg,-1,-1
9191486,Élysée,,Entire rental unit,Entire home/apt,254,1,,,https://a0.muscache.com/pictures/0e6fcef4-859c-43be-9db6-783c986c79c3.jpg,-1,-1
9323943,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/b2c32fdd-b82f-462c-a2e1-e6a28c2f1b34.jpg,-1,-1
9521230,Élysée,,Entire rental unit,Entire home/apt,73,1,within an hour,100.0,https://a0.muscache.com/pictures/0ae85c32-fe56-4845-a4db-06525c14a5e0.jpg,-1,-1
9835653,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/4f9d0102-da82-4abd-ad81-c16dfe104a57.jpg,-1,-1
9850431,Élysée,,Entire rental unit,Entire home/apt,65,41,within an hour,99.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTg1MDQzMQ==/original/e6755b74-6d21-461d-a013-38dc0543418e.jpeg,-1,-1
9628436,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/ce49d8ee-c7e0-4563-bd80-869f596570fa.jpg,-1,-1
9884091,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/938c4164-94bd-452d-956d-0ff51f0be333.jpg,-1,-1
9786323,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/11edf68c-58a0-4772-95ff-7c7f5f15a438.jpg,-1,-1
9952351,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/3328a871-f453-49a1-9fec-cb8df6f68a1f.jpg,-1,-1
10308241,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/2d86f5bd-98c6-46fb-b8cc-816b10bc5b91.jpg,-1,-1
10315266,Élysée,,Entire rental unit,Entire home/apt,243,1,within an hour,90.0,https://a0.muscache.com/pictures/hosting/Hosting-10315266/original/3c2620ee-ee9e-450e-acc1-87320ce38732.jpeg,-1,-1
9990052,Élysée,,Entire rental unit,Entire home/apt,269,2,within an hour,100.0,https://a0.muscache.com/pictures/ecb572d6-4372-40b0-b26c-9f697ce69e84.jpg,-1,-1
10330977,Élysée,,Entire rental unit,Entire home/apt,363,1,within an hour,100.0,https://a0.muscache.com/pictures/6b566329-5f01-403e-a34c-f88903b6b6dc.jpg,-1,-1
10007224,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/34a3bb56-18df-432b-b0ee-bd321703c7ee.jpg,-1,-1
10009143,Élysée,,Entire rental unit,Entire home/apt,315,1,,,https://a0.muscache.com/pictures/85070068-5e28-41c8-a463-9830e7833cc4.jpg,-1,-1
10177415,Élysée,,Entire rental unit,Entire home/apt,334,1,within an hour,100.0,https://a0.muscache.com/pictures/1124b3e8-6081-4497-b426-63a7227b3572.jpg,-1,-1
10187638,Élysée,,Entire rental unit,Entire home/apt,0,1,,,https://a0.muscache.com/pictures/33c5c799-c725-45f2-87ac-4cd17072dcd7.jpg,-1,-1
10049291,Élysée,,Entire rental unit,Entire home/apt,152,141,within an hour,100.0,https://a0.muscache.com/pictures/prohost-api/Hosting-10049291/original/66614b8a-acf3-46ea-b30a-9ce18cd5b06c.jpeg,-1,-1
10461161,Élysée,,Entire rental unit,Entire home/apt,0,1,a few days or more,20.0,https://a0.muscache.com/pictures/6f61d605-f44a-46b7-945d-bd043afd4c0b.jpg,-1,-1
